2026-07-24, 08:33:20, 30.0765075683, 30.0765075683, 30.0765075683, 29.7733001708, 29.6875000000, 29.6875000000, 29.8750000000, 29.0625000000, 31.5589351654, 30.6778068542, Fault 0x, 30.5421409606
2026-07-24, 08:33:22, 30.0765075683, 30.0765075683, 30.0765075683, 29.7733001708, 29.6875000000, 29.6875000000, 29.8750000000, 29.0625000000, 31.5248680114, 30.7116737365, Fault 0x, 30.5421409606
2026-07-24, 08:33:24, 30.1777343750, 30.0765075683, 30.0765075683, 29.7733001708, 29.6875000000, 29.6875000000, 29.9375000000, 29.0625000000, 31.5248680114, 30.6778068542, Fault 0x, 30.5760059356
2026-07-24, 08:33:25, 30.1777343750, 30.0765075683, 30.0765075683, 29.7733001708, 29.6875000000, 29.6875000000, 29.9375000000, 29.0625000000, 31.5248680114, 30.6778068542, Fault 0x, 30.5421409606
2026-07-24, 08:33:27, 30.1777343750, 30.0765075683, 30.0765075683, 29.7733001708, 29.7500000000, 29.6875000000, 29.9375000000, 29.1250000000, 31.5248680114, 30.7116737365, Fault 0x, 30.5760059356
2026-07-24, 08:33:29, 30.1777343750, 30.0765075683, 30.0765075683, 29.7733001708, 29.6875000000, 29.7500000000, 29.9375000000, 29.0625000000, 31.5248680114, 30.7455406188, Fault 0x, 30.5760059356
2026-07-24, 08:33:31, 30.1777343750, 30.1777343750, 30.0765075683, 29.7733001708, 29.6875000000, 29.7500000000, 30.0000000000, 29.0625000000, 31.5248680114, 30.7116737365, Fault 0x, 30.5760059356
2026-07-24, 08:33:32, 30.1777343750, 30.0765075683, 30.0765075683, 29.7733001708, 29.7500000000, 29.7500000000, 30.0000000000, 29.0625000000, 31.4910011291, 30.7116737365, Fault 0x, 30.5760059356
2026-07-24, 08:33:34, 30.1777343750, 30.1777343750, 30.0765075683, 29.7733001708, 29.7500000000, 29.7500000000, 30.0000000000, 29.1250000000, 31.4910011291, 30.6778068542, Fault 0x, 30.5760059356
2026-07-24, 08:33:36, 30.1777343750, 30.1777343750, 30.0765075683, 29.7733001708, 29.7500000000, 29.7500000000, 29.9375000000, 29.1250000000, 31.4910011291, 30.6778068542, Fault 0x, 30.5760059356
2026-07-24, 08:33:38, 30.1777343750, 30.1777343750, 30.0765075683, 29.7733001708, 29.7500000000, 29.7500000000, 30.0000000000, 29.1250000000, 31.4910011291, 30.7116737365, Fault 0x, 30.5760059356
2026-07-24, 08:33:40, 30.1777343750, 30.0765075683, 30.1777343750, 29.7733001708, 29.7500000000, 29.7500000000, 30.0000000000, 29.1250000000, 31.4910011291, 30.6778068542, Fault 0x, 30.5421409606
2026-07-24, 08:33:41, 30.1777343750, 30.1777343750, 30.1777343750, 29.7733001708, 29.7500000000, 29.7500000000, 29.9375000000, 29.0625000000, 31.4571342468, 30.6778068542, Fault 0x, 30.5421409606
