2026-07-23 17:31:21, 20.7623596191, 20.6663208007, 20.7623596191, 20.6663208007, 21.0625000000, 21.3125000000, 21.1250000000, 20.8750000000, 22.7246742248, -234.2297821044, Fault 0x, 22.1160907745
2026-07-23 17:31:23, 20.7623596191, 20.6663208007, 20.7623596191, 20.6663208007, 21.1250000000, 21.3125000000, 21.1875000000, 20.8750000000, 22.7583389282, -234.2004089355, Fault 0x, 22.1160907745
2026-07-23 17:31:25, 20.7623596191, 20.6663208007, 20.7623596191, 20.6663208007, 21.1250000000, 21.3125000000, 21.1875000000, 20.8750000000, 22.7246742248, -234.1709899902, Fault 0x, 22.1160907745
2026-07-23 17:31:27, 20.7623596191, 20.6663208007, 20.7623596191, 20.6663208007, 21.1250000000, 21.3125000000, 21.1875000000, 20.8750000000, 22.7246742248, -234.2004089355, Fault 0x, 22.1160907745
2026-07-23 17:31:29, 20.7623596191, 20.6663208007, 20.6663208007, 20.6663208007, 21.1875000000, 21.3750000000, 21.1875000000, 20.8750000000, 22.7583389282, -234.2004089355, Fault 0x, 22.1160907745
2026-07-23 17:31:30, 20.7623596191, 20.6663208007, 20.7623596191, 20.6663208007, 21.1250000000, 21.3125000000, 21.1875000000, 20.8750000000, 22.7583389282, -234.1709899902, Fault 0x, 22.1160907745
2026-07-23 17:31:32, 20.7623596191, 20.6663208007, 20.7623596191, 20.6663208007, 21.1250000000, 21.3125000000, 21.1875000000, 20.8750000000, 22.7583389282, -234.1709899902, Fault 0x, 22.1160907745
2026-07-23 17:31:34, 20.7623596191, 20.6663208007, 20.7623596191, 20.6663208007, 21.1250000000, 21.3125000000, 21.1875000000, 20.9375000000, 22.7583389282, -234.1709899902, Fault 0x, 22.1160907745
2026-07-23 17:31:36, 20.7623596191, 20.6663208007, 20.7623596191, 20.6663208007, 21.1250000000, 21.3125000000, 21.1875000000, 20.8750000000, 22.7583389282, -234.2004089355, Fault 0x, 22.1499557495
2026-07-23 17:31:37, 20.7623596191, 20.6663208007, 20.7623596191, 20.6663208007, 21.1875000000, 21.3125000000, 21.2500000000, 20.8750000000, 22.8260726928, -234.2004089355, Fault 0x, 22.1499557495
2026-07-23 17:31:39, 20.7623596191, 20.6663208007, 20.7623596191, 20.6663208007, 21.1875000000, 21.3125000000, 21.1875000000, 20.9375000000, 22.7922058105, -234.1709899902, Fault 0x, 22.1499557495
2026-07-23 17:31:41, 20.7623596191, 20.6663208007, 20.7623596191, 20.6663208007, 21.1250000000, 21.3125000000, 21.1875000000, 20.8750000000, 22.7922058105, -234.1709899902, Fault 0x, 22.1499557495
2026-07-23 17:31:43, 20.8584289550, 20.7623596191, 20.7623596191, 20.6663208007, 21.1875000000, 21.3125000000, 21.1875000000, 20.8750000000, 22.8260726928, -234.1709899902, Fault 0x, 22.1499557495
2026-07-23 17:31:45, 20.8584289550, 20.6663208007, 20.7623596191, 20.7623596191, 21.1875000000, 21.3125000000, 21.2500000000, 20.9375000000, 22.8260726928, -234.1709899902, Fault 0x, 22.1499557495
2026-07-23 17:31:46, 20.8584289550, 20.7623596191, 20.7623596191, 20.7623596191, 21.1875000000, 21.3125000000, 21.2500000000, 20.9375000000, 22.8260726928, -234.1709899902, Fault 0x, 22.1838226318
2026-07-23 17:31:48, 20.8584289550, 20.7623596191, 20.7623596191, 20.7623596191, 21.1250000000, 21.3750000000, 21.1875000000, 20.9375000000, 22.8599376678, -234.1709899902, Fault 0x, 22.2174873352
2026-07-23 17:31:50, 20.8584289550, 20.7623596191, 20.7623596191, 20.7623596191, 21.1875000000, 21.3125000000, 21.2500000000, 20.8750000000, 22.8260726928, -234.1709899902, Fault 0x, 22.2174873352
2026-07-23 17:31:52, 20.8584289550, 20.7623596191, 20.7623596191, 20.7623596191, 21.1875000000, 21.3750000000, 21.2500000000, 20.8750000000, 22.8599376678, -234.1709899902, Fault 0x, 22.1838226318
2026-07-23 17:31:53, 20.8584289550, 20.7623596191, 20.7623596191, 20.7623596191, 21.1875000000, 21.3750000000, 21.2500000000, 20.9375000000, 22.8260726928, -234.1709899902, Fault 0x, 22.2174873352
2026-07-23 17:31:55, 20.8584289550, 20.7623596191, 20.7623596191, 20.7623596191, 21.1875000000, 21.3750000000, 21.3125000000, 20.9375000000, 22.8599376678, -234.1709899902, Fault 0x, 22.2174873352
2026-07-23 17:31:57, 20.8584289550, 20.7623596191, 20.7623596191, 20.7623596191, 21.1875000000, 21.3125000000, 21.2500000000, 20.9375000000, 22.8599376678, -234.1709899902, Fault 0x, 22.2174873352
2026-07-23 17:31:59, 20.8584289550, 20.7623596191, 20.7623596191, 20.7623596191, 21.1875000000, 21.3750000000, 21.2500000000, 20.9375000000, 22.8599376678, -234.1709899902, Fault 0x, 22.2515544891
2026-07-23 17:32:01, 20.8584289550, 20.7623596191, 20.7623596191, 20.7623596191, 21.1875000000, 21.3750000000, 21.2500000000, 20.9375000000, 22.8599376678, -234.1709899902, Fault 0x, 22.2515544891
2026-07-23 17:32:02, 20.8584289550, 20.7623596191, 20.7623596191, 20.7623596191, 21.1875000000, 21.3750000000, 21.2500000000, 20.9375000000, 22.8599376678, -234.1709899902, Fault 0x, 22.2515544891
2026-07-23 17:32:04, 20.8584289550, 20.7623596191, 20.7623596191, 20.7623596191, 21.1875000000, 21.3750000000, 21.2500000000, 20.9375000000, 22.8599376678, -234.1709899902, Fault 0x, 22.2515544891
